PAMID,CountryCode,Country,PAM No,Name,Objective,Description,Type of instrument,Primary EU policy responsible objectives,Secondary EU policy responsible objectives,Tertiary EU policy responsible objectives,Related EU policies,Affected GHG,Link to EU Emissions Trading Scheme ETS,Targeted sectors,Status,Start year,End year,Comment on implementation period,Type of implementing entities,Name of implementing entities,Projection scenario in which the PAM is included,Inclusion of estimate in projections,Indicators to monitor and evaluate implementation,2015 total kt CO2 equivalent per year:number,2015 EU ETS kt CO2:number,2015 non ETS kt CO2:number,2020 total kt CO2:number,2020 EU ETS kt CO2:number,2020 non ETS kt CO2:number,2025 total kt CO2:number,2030 total kt CO2:number,Average emission reduction kt CO2,Impact included in another policy or policy package,Other policy or policy package in which the impact is included,Reference source of estimation ,Years for which the reduction applies,Basis for estimate,Factors affected by PAM,Inclusion of savings related to EU policies,Costs in EUR per tonne CO2 equivalent reduced sequestered,Absolute costs per year in EUR,Description _ basis for cost estimate,Documentation _ source of cost estimate,Interaction with other policies and measures at the national or EU level,Details on policy interactions,Non GHG_mitigation benefits,Additional comment,Name or organisation providing information on policy,Check of mandatory reporting,Comments by MS
CH-ENS-001,CH,Switzerland,3,Requirements on fossil-fuel operated power plants (Art. 6 Energy Act),Increased use of renewable energy sources,,"Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,Energy supply,implemented,,,,"National government, Regional entities",SFOE/ Cantons,with existing measures (WEM),,,,,,,,,,,,,,,,,,,,,,,yes,is partially implemented in MuKen (Modul F),,,,OK,
CH-CRS-002,CH,Switzerland,4,Requirements on devices and plants(Art. 8 Energy Act),Increased energy efficiency,,"Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,,,,"National government, Regional entities",SFOE/ Cantons,with existing measures (WEM),,,,,,,,,,,,,,,,,,,,,,,yes,will be implemented partially by CO2 emission standards for new cars,reduced energy consumption,,,OK,
CH-CRS-003,CH,Switzerland,5,Voluntary measures within EnergieSchweiz,Reduction of greenhouse gas emissions,"National programm at various levels (national, cantonal, local) to promote energy efficiency.","Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",expired,2001,2010,,National government,SFOE,with existing measures (WEM),,CO2-eq avoided,600,,,600,,,,,,,,"Infras 2002b-2007b, Interface 1999",,,,,,"58.2 Mio. CHF (federal budget), 74.7 Mio. CHF (cantonal budgets and partners)",Average programme cost per year for 2001 - 2009,"Wirkungsanalyse EnergieSchweiz 2007, page 73",yes,"EnergieSchweiz is an overarching programme coordinating energy efficiency efforts of federal, cantonal, municipal governments, partners from business, environmental and consumer organisations, as well as public and private agencies",promotion of innovation,,,OK,
CH-CRS-004,CH,Switzerland,6,Voluntary measures within EnergieSchweiz (renewed),Incentive programme to promote energy efficiency,"National programm at various levels (national, cantonal, local) to promote energy efficiency.","Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2011,2020,,National government,SFOE,with existing measures (WEM),,CO2-eq avoided,,,,,,,,,,Yes,PAM 5,www.energieschweiz.ch/de-ch/utilities/ueber-energieschweiz/jahresberichte.aspx,,,,,,,,,yes,"EnergieSchweiz is an overarching programme coordinating energy efficiency efforts of federal, cantonal, municipal governments, partners from business, environmental and consumer organisations, as well as public and private agencies",promotion of innovation,,,OK,
CH-RES-001,CH,Switzerland,7,CO2 levy,Promotion of energy efficiency and less CO2 intensive energy sources,"Levy on heating and process fuels, currently at CHF36/tonne CO2, possibly increasing to 60 CHF/tonne per 1.1.2014.",Economic,National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Energy use - residential, Energy use -Industry / Construction, Energy supply",expired,2008,2012,,National government,FOEN,with existing measures (WEM),,(heating) fuels use,350,,,350,,,,,,,,"Swiss Federal Council 2005, estimates FOEN",,,,,,,,,yes,connected to other programms allowing exemption from CO2 levy,,,,OK,
CH-RES-002,CH,Switzerland,8,Federal building programme,"refurbishment of buildings, promotion of renewable energy","Subsidies for energy efficiency measures in buildings, funds are provided by a share of the CO2 levy.",Economic,National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Energy use - residential, Energy use -Industry / Construction, Energy supply",expired,2009,2012,,National government,FOEN/SFOE,with existing measures (WEM),,no. of applications/average of contribution per application,700,,,700,,,,,,,,"Swiss Federal Council 2009a, estimates FOEN",,,,,,133 Mio. CHF,yearly amount of subsidies from federal budget (CO2 Levy),,yes,"funded through CO2 levy, additional cantonal programmes are mandatory in order to obtain federal global funding",increase in quality of life (comfort and noise level),the federal and cantonal building programme have been seemlessly merged into one since 2010. Starting from 2013 the effect is included in PaM 25 (Start of new CO2-legislation),,OK,
CH-TRA-001,CH,Switzerland,9,Climate cent (levy on transport fuels),"Mitigation projects within Switzerland financed by the money generated through the ""climate cent""",A levy of 0.015 CHF was taken on transport fuels and fed into mitigation projects in Switzerland and used for purchasing CERs,"Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",expired,2005,2012,,Other,Climate Cent Foundation,with existing measures (WEM),,CO2-eq compensated/avoided,100,,,100,,,,,,,,"DETEC 2009, estimates FOEN",,,,,,"CH only 93.8 Mio CHF, total 144 Mio. CHF","Programme cost averaged over total duration of 5 years, including administration, implementation of projects and cost for acquired CO2-emission certificates, numbers as budgeted by Stiftung Klimarappen","Stiftung Klimarappen - Jahresbericht 2010, page 33",yes,"exemption of transport sector from CO2 levy, superseded by compensation obligation for fossil fuel importers",,,,OK,
CH-RES-003,CH,Switzerland,10,Cantonal building programme,Supplementary to national building programmes,complementary to the federal building programme subsidizing energy efficiency measures in buildings,Economic,National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Energy use - residential, Energy use -Industry / Construction, Energy supply",expired,2000,2012,,"National government, Regional entities",SFOE/ Cantons,with existing measures (WEM),,no. of applications/average of contribution per application,338,,,338,,,,,,,,"EnergieSchweiz 2006b-2008b, econcept 2006, Energie-Schweiz 2008c, Gebäudeprogramm 2010 (www.dasgebaeudeprogramm.ch/index.php/de/component/docman/doc_download/730-factsheetde)",,,,,,67 Mio. CHF (federal budget) + approx. 100 Mio. CHF (cantonal budget),additional yearly cantonal subsidies and global funds from federal budget to PAM No. 7,,yes,supplementary to federal building programme,increase in quality of life (comfort and noise level),the federal and cantonal building programme have been seemlessly merged into one since 2010. Starting from 2013 the effect is included in PaM 25 (Start of new CO2-legislation),,OK,
CH-RES-004,CH,Switzerland,11,Building codes (MuKEn modules A-D),Reduction of energy consumption of buildings,minimal standards for energy efficiency of new buildings,"Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2009,,Implementation: 2009/2011,"National government, Regional entities",SFOE/ Cantons,with existing measures (WEM),,evaluation in combination with other PaMs in the building sector,1100,,,1750,,,,,,,,"AWEL 2003, SFOE 2004a, SFOE 2007c-d, SFOE 2007i, EnDK 2008",,,,,,,,,yes,supplementary to federal building programme,increase in quality of life (comfort and noise level),,,OK,
CH-CRS-005,CH,Switzerland,12,Ordinance on Air Pollution Control and incentive tax on VOC,"Protection of the environment, emission reduction of air pollutants",regulations regarding air pollutants and VOCs,"Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Cross-cutting, Land use / land-use change / forestry, Waste, Agriculture, Industrial Processes, Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,1997,,,National government,FOEN,with existing measures (WEM),,use of VOC,120,,,120,,,,,,,,"FOEN 2008, FOEN 2008i",,,,,,,,,no,,"Positive health effects due to reduction of SOx, NOx, NH3, NMVOC, Particulates",indirect emissions due to decomposition of NMVOC,,OK,
CH-TRA-002,CH,Switzerland,13,Heavy vehicle fee (HVF) and supporting modal shift policies,"Reduction of transalpine traffic, increased transport rates on rail","Fee depending on the transport capacity, the emission category, and the distance travelled. Creating an incentive to optimize transport capacity and divert to rail where possible.","Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2001,,,National government,ARE,with existing measures (WEM),,alpine transit/modal split (goods),160,,,175,,,,,,,,"ARE 2002a, ARE 2007a, Swiss Federal Council 2007.",,,,,,,,,no,,"Positive health effects due to reduction of heavy vehicles (noise and emissions), increase in productivity of road transport",,,OK,
CH-TRA-003,CH,Switzerland,14,Agglomeration programme,Improvements to public transportation,Creating infrastructure that promotes public transport and limits private passenger cars,"Planning, Research, Education, Information, Regulatory, Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2009,,,"National government, Regional entities",ARE/ Cantons,with existing measures (WEM),,,250,,,325,,,,,,,,AFV 2005,,,,,,,,,no,,"Positive health effects due to shift in modal split towards public transport (noise and emissions), reduction of accidents (cost), reduction of trafic congestion time (cost)",,,OK,
CH-TRA-004,CH,Switzerland,15,"Energy label for passenger cars, voluntary agreement with auto-schweiz (car importers association)",Reduce average fuel consumption of new cars,Information campaign aiming to reduce the average emissions ofnew passenger cars,"Voluntary/ negotiated agreement, Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,2003,,,"National government, Companies / businesses / industrial associations",SFOE/ auto-schweiz,with existing measures (WEM),,Annual statistics of average fuel use of new passenger cars,,,,,,,,,,Yes,PAM 26,SFOE 2005a,,,,,,IE,part of PAM No. 5,,yes,"part of EnergieSchweiz programme, providing consumer information with regard to CO2 emissions of new passenger cars.",,revised CO2 act has binding targets for average emissions of new cars,,OK,
CH-TRA-005,CH,Switzerland,16,Promotion of sulphur-free transport fuels,Reduction sulphur-containing fuels,,"Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,,,,National government,FOEN,with existing measures (WEM),,Air quality monitoring,,,,,,,,,,,,,,,,,,,,,no,,Positive health effects due to reduction of SOx,,,OK,
CH-TRA-006,CH,Switzerland,17,Tax incentives for low-emission vehicle and biofuels,Promotion of low-consumption vehicles,Reducing taxes for low-emission vehicles and sustainable biofuels,"Fiscal, Economic",National policy not related to EU policies,,,National policy not related to EU policies,CO2,non EU ETS,"Transport, Energy use - other (commercial and agricultural), Energy use - residential, Energy use -Industry / Construction, Energy supply",implemented,,,,"National government, Regional entities",Directorate General of Customs/ Cantons,with existing measures (WEM),,Annual statistics of average fuel use of new passenger cars,100,,,100,,,,,,,,estimates FOEN,,,,,,,,,yes,related to CO2 emission standards for new passenger cars,"Positive health effects due to reduction of SOx, NOx, NH3, NMVOC, Particulates",,,OK,
